Protocol,Size,Rate,Bandwidth,Loss,Delay,ConfigDelay_ms,DeliveryRatio,LatencyAvg_ms,Jitter_ms,Throughput_bps,Timestamp
xmpp-qos1,16,10,50kbit,5%,100ms,100,100.0,356.8600082397461,275.06585141226,1280.0,1765112569.636745
xmpp-qos1,16,10,50kbit,5%,500ms,500,100.0,1022.9400086402893,294.78252526968186,1280.0,1765112597.967066
xmpp-qos1,16,10,50kbit,10%,0ms,0,100.0,59.20002460479736,108.54082179973794,1280.0,1765112618.323104
xmpp-qos1,16,10,50kbit,10%,20ms,20,100.0,72.1799898147583,102.5128180039958,1280.0,1765112639.043189
xmpp-qos1,16,10,50kbit,10%,100ms,100,100.0,404.1699981689453,299.2389510061377,1280.0,1765112661.2361338
xmpp-qos1,16,10,50kbit,10%,500ms,500,0.0,0,0,0.0,1765112677.204532
xmpp-qos1,16,10,100kbit,0%,0ms,0,100.0,2.739994525909424,5.127884814207298,1280.0,1765112697.300976
xmpp-qos1,16,10,100kbit,0%,20ms,20,100.0,23.98000478744507,4.353063281184124,1280.0,1765112717.731972
xmpp-qos1,16,10,100kbit,0%,100ms,100,100.0,239.28999423980713,54.32604326089259,1280.0,1765112739.393763
xmpp-qos1,16,10,100kbit,0%,500ms,500,100.0,1013.0000138282776,293.1612001117539,1280.0,1765112767.729033
xmpp-qos1,16,10,100kbit,1%,0ms,0,100.0,2.7000021934509277,10.284350405189027,1280.0,1765112787.768616
xmpp-qos1,16,10,100kbit,1%,20ms,20,100.0,25.69000244140625,15.718270239815194,1280.0,1765112807.909396
xmpp-qos1,16,10,100kbit,1%,100ms,100,100.0,286.7699861526489,185.81334225829258,1280.0,1765112829.850137
xmpp-qos1,16,10,100kbit,1%,500ms,500,100.0,1017.7700185775757,293.7165581372696,1280.0,1765112860.269351
xmpp-qos1,16,10,100kbit,5%,0ms,0,100.0,24.890000820159912,65.91345615362897,1280.0,1765112882.007673
xmpp-qos1,16,10,100kbit,5%,20ms,20,100.0,39.72999811172485,52.84393998517024,1280.0,1765112902.7393339
xmpp-qos1,16,10,100kbit,5%,100ms,100,100.0,352.29000329971313,246.35134314726312,1280.0,1765112925.100341
xmpp-qos1,16,10,100kbit,5%,500ms,500,100.0,1056.9299960136414,305.77921775815577,1280.0,1765112956.390888
xmpp-qos1,16,10,100kbit,10%,0ms,0,100.0,51.87997579574585,93.36579925157729,1280.0,1765112977.0322182
xmpp-qos1,16,10,100kbit,10%,20ms,20,100.0,179.89999771118164,163.32586871547514,1280.0,1765112997.6869
xmpp-qos1,16,10,100kbit,10%,100ms,100,100.0,402.2599768638611,310.28864432867897,1280.0,1765113020.7144241
xmpp-qos1,16,10,100kbit,10%,500ms,500,100.0,2323.5500025749207,1354.4375982759523,1280.0,1765113056.009435
xmpp-qos1,16,10,250kbit,0%,0ms,0,100.0,2.350013256072998,1.7943623478977464,1280.0,1765113076.095721
xmpp-qos1,16,10,250kbit,0%,20ms,20,100.0,24.129998683929443,4.448702902354894,1280.0,1765113096.445601
xmpp-qos1,16,10,250kbit,0%,100ms,100,100.0,232.36000299453735,61.16885307545727,1280.0,1765113118.066751
xmpp-qos1,16,10,250kbit,0%,500ms,500,100.0,1011.410026550293,294.3207228348384,1280.0,1765113146.2503848
xmpp-qos1,16,10,250kbit,1%,0ms,0,100.0,14.03998851776123,41.77255697860347,1280.0,1765113166.3022459
xmpp-qos1,16,10,250kbit,1%,20ms,20,100.0,35.809993743896484,50.59859583926483,1280.0,1765113186.805887
xmpp-qos1,16,10,250kbit,1%,100ms,100,100.0,230.38001537322998,121.50445909703505,1280.0,1765113208.5148458
xmpp-qos1,16,10,250kbit,1%,500ms,500,100.0,1021.8499851226807,295.2519657835601,1280.0,1765113239.462385
xmpp-qos1,16,10,250kbit,5%,0ms,0,100.0,24.469985961914062,58.89819694438308,1280.0,1765113259.5551722
xmpp-qos1,16,10,250kbit,5%,20ms,20,100.0,106.82000398635864,136.1895850405461,1280.0,1765113280.3437161
xmpp-qos1,16,10,250kbit,5%,100ms,100,100.0,236.74997806549072,128.8742366993157,1280.0,1765113302.272453
xmpp-qos1,16,10,250kbit,5%,500ms,500,100.0,1926.6900086402893,1250.8778767637102,1280.0,1765113330.340076
xmpp-qos1,16,10,250kbit,10%,0ms,0,100.0,55.779993534088135,103.65955686877773,1280.0,1765113350.052615
xmpp-qos1,16,10,250kbit,10%,20ms,20,100.0,200.03999710083008,258.5497030125555,1280.0,1765113370.6908128
xmpp-qos1,16,10,250kbit,10%,100ms,100,100.0,415.9899950027466,298.8829819912864,1280.0,1765113392.8890681
xmpp-qos1,16,10,250kbit,10%,500ms,500,100.0,1034.6400022506714,293.3384585702246,1280.0,1765113424.271678
xmpp-qos1,16,10,1mbit,0%,0ms,0,100.0,2.109994888305664,1.2940771929303572,1280.0,1765113444.1446989
xmpp-qos1,16,10,1mbit,0%,20ms,20,100.0,23.43998908996582,4.212345553928778,1280.0,1765113464.017141
xmpp-qos1,16,10,1mbit,0%,100ms,100,100.0,216.70999765396118,53.720244525699385,1280.0,1765113486.064369
xmpp-qos1,16,10,1mbit,0%,500ms,500,100.0,1032.5400066375732,293.1828184530371,1280.0,1765113514.061549
xmpp-qos1,16,10,1mbit,1%,0ms,0,100.0,9.219999313354492,32.73170649335848,1280.0,1765113534.1292741
xmpp-qos1,16,10,1mbit,1%,20ms,20,100.0,38.8200044631958,48.92694569651349,1280.0,1765113554.409871
xmpp-qos1,16,10,1mbit,1%,100ms,100,100.0,229.420006275177,119.437592316633,1280.0,1765113575.994223
xmpp-qos1,16,10,1mbit,1%,500ms,500,100.0,1475.829999446869,833.6116753722118,1280.0,1765113604.209741
xmpp-qos1,16,10,1mbit,5%,0ms,0,100.0,29.849984645843506,79.77509446710322,1280.0,1765113625.391702
xmpp-qos1,16,10,1mbit,5%,20ms,20,100.0,104.14998292922974,126.83475685930416,1280.0,1765113645.2970471
xmpp-qos1,16,10,1mbit,5%,100ms,100,100.0,373.100004196167,332.4250219689294,1280.0,1765113667.8778088
xmpp-qos1,16,10,1mbit,5%,500ms,500,100.0,1455.1999974250793,814.9242047428381,1280.0,1765113696.018944
xmpp-qos1,16,10,1mbit,10%,0ms,0,100.0,138.4499955177307,258.8625486007249,1280.0,1765113716.6546502
xmpp-qos1,16,10,1mbit,10%,20ms,20,100.0,223.3200168609619,278.390262748887,1280.0,1765113736.893058
xmpp-qos1,16,10,1mbit,10%,100ms,100,100.0,343.0299997329712,195.34250729249166,1280.0,1765113758.9771361
xmpp-qos1,16,10,1mbit,10%,500ms,500,100.0,1524.0000009536743,2121.337543942608,1280.0,1765113790.0122828
xmpp-qos1,16,100,100kbit,0%,0ms,0,100.0,36.976001024246216,13.6910476111537,12800.0,1765113810.952826
xmpp-qos1,16,100,100kbit,0%,20ms,20,100.0,44.83600115776062,15.904464753021932,12800.0,1765113832.2497349
xmpp-qos1,16,100,100kbit,0%,100ms,100,100.0,166.9359872341156,42.575354336659586,12800.0,1765113854.738838
xmpp-qos1,16,100,100kbit,0%,500ms,500,100.0,583.3899960517883,63.35043119101114,12800.0,1765113883.9401212
